Book Title,Author,ISBN,Genre,Publication Year,Language,Stock,Price (NPR),Publisher,Reorder Point
Chhito Sapana,Raju Kafle,978-9937-896-40-9,Academic,2018,English,7,1622.41,Ekta Books,11
Baal Katha Pataka,Rachana Joshi,978-9937-371-19-6,Fiction,2021,Hindi,60,647.56,Himalayan Book Centre,19
Ramailo Yatra Pustak,Sanjay Shrestha,978-9937-222-10-8,Children's books,2024,Maithili,0,1358.67,Pragya Publications,10
Bal Manch Ko Ramailo,Ashesh Malla,978-9937-721-15-1,Fiction,2021,Maithili,97,1930.47,Bookhill,20
Khushi Ko Sundarta,Shankar Lamichhane,978-9937-841-94-5,Non-fiction,2021,Nepali,48,543.75,Bookhill,5
Baal Ramailo Kahani,Dinesh Sharma,978-9937-571-95-2,Academic,2022,English,19,949.97,Educational Publishing House,18
Chhalphal Pataka,Sanjay Baral,978-9937-595-47-1,Academic,2024,Hindi,25,1733.64,Ratna Pustak Bhandar,20
Chhito Khushi Ko Yatra,Deepak Sharma,978-9937-366-69-0,Children's books,2021,Newari,81,1444.91,Mandala Book Point,17
Ramailo Bal Kahani,Aastha Sharma,978-9937-636-69-5,Academic,2021,Nepali,10,1721.55,Mandala Book Point,12
Baal Ghar Ko Yatra,Madhav Prasad Ghimire,978-9937-778-64-5,Children's books,2019,Hindi,44,493.11,Bookhill,12
Chhito Yatra Pustak,Deepak Sharma,978-9937-835-79-2,Non-fiction,2024,Hindi,59,1959.02,Mandala Book Point,11
Khusi Ko Ramailo Ghar,Anil Thapa,978-9937-279-81-7,Non-fiction,2020,English,74,1688.75,Pragya Publications,12
Baal Sundar Yatra,Nirakar Ghimire,978-9937-427-96-0,Fiction,2021,Hindi,85,1700.56,Ekta Books,7
Chhito Ramailo Kahani,Sangita Thapa,978-9937-994-44-5,Academic,2024,Maithili,66,271.88,Educational Publishing House,14
Bal Kahani Sundar,Kedar Man Singh,978-9937-486-39-6,Fiction,2023,Newari,19,484.86,Educational Publishing House,19
Bal Manch Ko Yatra,Ramesh Kshitij,978-9937-794-93-0,Academic,2022,English,92,820.03,Pragya Publications,17
Chhalphal Ghar Ko Ramailo,Kamala Panta,978-9937-665-67-2,Fiction,2021,Maithili,34,493.05,Fine Print,13
Khushi Ko Kahani Pustak,Dipesh Sharma,978-9937-217-37-8,Fiction,2023,Nepali,6,1913.72,Fine Print,11
Chhito Ghar Ko Khusi,Manoj Kumar,978-9937-441-68-4,Fiction,2022,English,22,497.23,Bookhill,16
Bal Bhat Bhateni Kahani,Nirakar Ghimire,978-9937-781-63-5,Fiction,2019,Maithili,98,376.53,Himalayan Book Centre,16
Ramailo Sundar Ghar,Ashesh Malla,978-9937-132-10-8,Fiction,2020,English,25,1976.63,Bookhill,9
Chhito Kahani Ramailo,Subin Bhattarai,978-9937-465-67-1,Non-fiction,2024,Hindi,65,1373.01,Mandala Book Point,12
Bal Yatra Sundar,Parijat,978-9937-168-26-2,Children's books,2022,English,75,1477.39,Fine Print,14
Chhalphal Kahani,Suman Pokhrel,978-9937-783-60-9,Fiction,2023,Nepali,4,1841.31,Fine Print,17
Bal Ramailo Patak,Kamal Narayan Khand,978-9937-769-45-1,Academic,2022,English,67,1611.8,Bookhill,9
Chhito Sapana Ko Ramailo,Krishna Bhooshan Bal,978-9937-428-79-2,Fiction,2024,Newari,22,629.21,Nepalaya,16
Khushi Ko Chhalphal,Manoj Thapa,978-9937-253-29-0,Non-fiction,2023,Newari,69,1740.11,Himalayan Book Centre,20
Bal Ramailo Ghar Ko Yatra,Dharma Ratna Yami,978-9937-128-21-7,Fiction,2022,Nepali,8,524.25,Ekta Books,7
Chhito Khushi Pataka,Shanti Thapa,978-9937-403-58-3,Non-fiction,2020,Maithili,15,1085.72,Ekta Books,11
Jatra Ko Ramailo,Prema Shah,978-9937-296-19-1,Children's books,2018,Maithili,64,330.76,Educational Publishing House,18
Baal Sundar Kahani,Buddhi Narayan Shrestha,978-9937-504-35-8,Fiction,2023,Nepali,32,1987.61,Pragya Publications,6
Ramailo Ghar Ko Yatra,Maya Gurung,978-9937-246-91-3,Academic,2021,Nepali,84,803.44,Fine Print,10
Chhalphal Yatra,Prema Shah,978-9937-231-18-5,Non-fiction,2018,Hindi,81,1208.65,Mandala Book Point,9
Khusi Ko Bhat Bhateni,Pratik Shrestha,978-9937-920-46-5,Non-fiction,2021,Maithili,54,1014.89,Nepalaya,16
Bal Ghar Pataka,Krishna Kumar Bhandari,978-9937-346-94-2,Non-fiction,2021,English,42,956.62,Fine Print,18
Chhito Ramailo Ghar,Deepak Sharma,978-9937-492-49-7,Fiction,2018,Hindi,78,1687.69,Pragya Publications,19
Baal Yatra Ko Kahani,Sangita Thapa,978-9937-504-16-8,Academic,2023,English,37,806.22,Sajha Prakashan,7
Ramailo Sundar Kahani,Ashesh Malla,978-9937-634-64-6,Academic,2019,English,23,980.58,Educational Publishing House,12
Chhalphal Ko Khushi,Parijat,978-9937-563-36-2,Fiction,2023,English,51,679.93,Educational Publishing House,19
Bal Ramailo Patak Yatra,Upendra Subba,978-9937-481-43-0,Fiction,2022,Maithili,31,1539.05,Educational Publishing House,15
Chhito Ghar Yatra,Nirakar Ghimire,978-9937-813-69-6,Fiction,2018,Hindi,40,653.77,Mandala Book Point,6
Khusi Ko Ramailo Ghar Ko Kahani,Dinesh Raj Kafle,978-9937-852-88-1,Non-fiction,2021,Nepali,93,1221.56,Sajha Prakashan,6
Baal Kahani Ghar,Parijat,978-9937-155-53-4,Children's books,2023,Hindi,22,1345.03,Himalayan Book Centre,19
Chhito Sundar Yatra,Geeta Tripathee,978-9937-475-59-1,Non-fiction,2024,Hindi,84,1285.26,Mandala Book Point,20
Jatra Ma Khushi Yatra,Rupa Joshi,978-9937-356-58-3,Academic,2019,English,40,838.1,Pragya Publications,7
Bal Manch Ko Sundarta,Dharanidhar Koirala,978-9937-890-85-1,Academic,2018,English,70,1936.63,Ratna Pustak Bhandar,6
Ramailo Ghar Ko Ramailo,Sudeep Koirala,978-9937-355-62-4,Academic,2024,English,22,775.05,Nepalaya,13
Chhalphal Pataka Kahani,Manoj Kumar,978-9937-754-86-3,Academic,2024,Maithili,2,1480.76,Pragya Publications,13
Chhito Khushi Kahani,Dinesh Raj Kafle,978-9937-799-34-9,Academic,2024,Maithili,84,435.97,Educational Publishing House,17
Bal Yatra Kahani,Gopal Yonzon,978-9937-110-39-2,Fiction,2020,English,63,997.45,Himalayan Book Centre,7
Chhalphal Ko Yatra,Anita Shrestha,978-9937-901-29-8,Fiction,2020,Maithili,69,812.08,Ratna Pustak Bhandar,5
Baal Ghar Sundarta,Pawan Thapa,978-9937-348-41-0,Academic,2022,English,83,211.42,Bookhill,15
Ramailo Khushi,Dharma Ratna Yami,978-9937-160-17-2,Academic,2022,Hindi,10,1561.98,Sajha Prakashan,9
Chhito Sapana Kahani,Anil Thapa,978-9937-949-71-1,Academic,2018,Newari,52,1483.89,Nepalaya,20
Khushi Ko Ramailo Yatra,Keshav Bhatta,978-9937-453-89-4,Non-fiction,2020,Nepali,12,674.85,Nepalaya,5
Baal Kahani Pataka,Gyanendra Shrestha,978-9937-245-23-5,Academic,2022,Maithili,14,1765.03,Fine Print,18
Chhito Ghar Sundar,Bhanubhakta Acharya,978-9937-479-71-9,Non-fiction,2022,English,79,947.03,Fine Print,20
Ramailo Ghar Yatra,Sanjay Baral,978-9937-876-13-6,Non-fiction,2019,Hindi,15,440.59,Bookhill,6
Chhalphal Sundar Kahani,Gopal Yonzon,978-9937-759-21-4,Fiction,2024,Hindi,13,1675.78,Mandala Book Point,16
Bal Pataka Yatra,Pawan Thapa,978-9937-831-72-2,Non-fiction,2024,Newari,82,1440.46,Himalayan Book Centre,18
Chhito Khushi Ghar,Ambika Prasad Upadhyaya,978-9937-927-32-7,Fiction,2021,Maithili,98,482.02,Bookhill,10
Baal Ramailo Pataka,Arun Kumar Shrestha,978-9937-806-45-8,Academic,2020,Nepali,70,1265.01,Mandala Book Point,5
Khushi Ko Yatra Sundar,Saroj Sharma,978-9937-932-11-9,Fiction,2018,English,60,1519.01,Bookhill,13
Bal Yatra Ramailo,Krishna Bhooshan Bal,978-9937-886-64-5,Fiction,2022,Nepali,56,1092.0,Nepalaya,16
Chhalphal Kahani Pataka,Buddhisagar,978-9937-767-76-7,Fiction,2018,Nepali,58,812.27,Nepalaya,6
Jatra Ko Khusi Yatra,Rupa Joshi,978-9937-349-69-4,Children's books,2022,Newari,45,282.93,Ratna Pustak Bhandar,15
Bal Manch Ramailo,Dinesh Raj Kafle,978-9937-932-60-1,Fiction,2019,Maithili,4,299.38,Bookhill,13
Chhito Ghar Kahani,Dinesh Raj Kafle,978-9937-532-80-8,Children's books,2018,Hindi,48,1592.28,Himalayan Book Centre,9
Baal Yatra Sundar Ghar,Ramesh Bikal,978-9937-411-38-2,Fiction,2024,Maithili,41,729.12,Nepalaya,16
Khushi Ko Ramailo Pataka,Ramesh Rathi,978-9937-690-71-8,Non-fiction,2024,Hindi,34,1777.03,Mandala Book Point,6
Chhito Khushi Ramailo,Shankar Lamichhane,978-9937-438-31-0,Academic,2024,Hindi,43,1467.58,Ekta Books,19
Bal Ramailo Sundar,Gopal Yonzon,978-9937-267-52-0,Non-fiction,2023,English,81,1572.06,Bookhill,13
Baal Ghar Ko Ramailo Yatra,Anupama Bhattarai,978-9937-690-65-0,Academic,2018,Nepali,30,767.16,Educational Publishing House,11
Ramailo Khushi Kahani,Laxmi Prasad Devkota,978-9937-384-97-4,Non-fiction,2020,Newari,0,549.93,Sajha Prakashan,10
Chhalphal Ghar Pataka,Yogmaya Neupane,978-9937-596-41-8,Fiction,2022,English,93,1234.56,Himalayan Book Centre,18
Chhito Ramailo Ghar Kahani,Shivaji Shrestha,978-9937-521-68-3,Academic,2022,Newari,35,541.21,Ekta Books,11
Bal Sundar Pataka,Nisha Kharel,978-9937-811-91-7,Fiction,2020,Maithili,13,1921.14,Bookhill,20
Khushi Ko Chhito Yatra,Girija Prasad Joshi,978-9937-288-29-6,Children's books,2018,English,67,1751.08,Sajha Prakashan,11
Ramailo Yatra Sundar,Gopal Yonzon,978-9937-809-86-2,Non-fiction,2020,English,97,1669.18,Nepalaya,7
Chhalphal Ramailo Kahani,Manoj Thapa,978-9937-384-44-2,Fiction,2021,Maithili,79,1298.9,Pragya Publications,12
Bal Ghar Ko Pataka,Suman Thapa,978-9937-816-81-2,Children's books,2021,Maithili,30,1555.79,Ekta Books,16
Chhito Khushi Ko Kahani,Manoj Kumar Sitaula,978-9937-176-42-1,Children's books,2022,Hindi,72,1487.53,Pragya Publications,18
Khushi Ko Sundar Yatra,Anita Shrestha,978-9937-151-99-3,Fiction,2020,Nepali,81,856.19,Ekta Books,10
Baal Ramailo Ghar,Purnima Acharya,978-9937-654-20-5,Non-fiction,2023,Newari,96,1035.21,Ratna Pustak Bhandar,9
Chhalphal Ko Ramailo Kahani,Suman Thapa,978-9937-659-45-9,Non-fiction,2024,English,79,1508.44,Bookhill,18
Chhito Sundar Pataka,Kamal Narayan Khand,978-9937-461-56-0,Fiction,2024,English,3,510.06,Bookhill,6
Baal Kahani Ghar Yatra,Nirakar Ghimire,978-9937-836-22-4,Fiction,2021,Maithili,48,1436.27,Nepalaya,11
Khushi Ko Bal Pataka,Dhruba Chandra Gautam,978-9937-492-46-4,Academic,2024,Newari,70,1291.16,Bookhill,7
Ramailo Ghar Kahani,Ram Bahadur Chhetri,978-9937-109-36-1,Fiction,2021,Maithili,58,849.7,Educational Publishing House,12
Chhalphal Yatra Ramailo,Abhi Subedi,978-9937-376-59-4,Fiction,2018,Maithili,86,671.63,Ratna Pustak Bhandar,16
Baal Yatra Ko Sundar,Sanjay Baral,978-9937-118-48-5,Academic,2022,Maithili,36,1052.78,Himalayan Book Centre,7
Bal Ramailo Yatra,Jhamak Ghimire,978-9937-522-82-9,Academic,2023,English,23,1092.21,Ekta Books,14
Chhito Khushi Sundar,Yogendra Kandel,978-9937-392-58-7,Children's books,2022,Hindi,96,1598.97,Nepalaya,11
Ramailo Yatra Kahani,Phatte Bahadur Singh,978-9937-206-74-6,Non-fiction,2022,Maithili,71,999.34,Ratna Pustak Bhandar,7
Chhalphal Ko Yatra Sundar,Khagendra Sangraula,978-9937-569-88-4,Fiction,2018,Nepali,0,544.46,Educational Publishing House,7
Jatra Ma Bal Ghar,Dipesh Sharma,978-9937-483-11-1,Fiction,2019,Hindi,5,1615.29,Himalayan Book Centre,14
Khushi Ko Ramailo Kahani,Gopal Yonzon,978-9937-489-88-7,Non-fiction,2022,English,2,553.71,Fine Print,15
Chhito Sapana Ghar,Saroj Bhandari,978-9937-391-94-7,Academic,2021,English,41,1710.1,Ekta Books,13
Bal Ghar Ko Sundar,Pawan Thapa,978-9937-260-47-8,Fiction,2023,Newari,85,477.99,Ekta Books,9
Chhalphal Ramailo Yatra,Rajan Mukarung,978-9937-361-92-4,Academic,2019,Newari,86,1322.59,Bookhill,8
Khushi Ko Bal Kahani,Subin Bhattarai,978-9937-532-72-8,Non-fiction,2018,Nepali,29,495.42,Ratna Pustak Bhandar,14
Bal Ramailo Ghar Yatra,Suman Pokhrel,978-9937-831-62-3,Fiction,2020,Newari,36,792.66,Mandala Book Point,16
Chhito Khushi Ramailo Yatra,Dipesh Sharma,978-9937-877-32-2,Academic,2018,English,87,1016.05,Ratna Pustak Bhandar,13
Ramailo Sundar Ghar Kahani,Manjushree Thapa,978-9937-851-85-6,Academic,2024,Nepali,56,631.64,Sajha Prakashan,13
Chhalphal Yatra Ghar,Pratiksha Sharma,978-9937-645-28-6,Academic,2018,Newari,46,916.19,Educational Publishing House,5
Chhito Ramailo Pataka,Ashesh Malla,978-9937-209-28-0,Fiction,2018,Nepali,55,369.21,Educational Publishing House,14
Khushi Ko Ghar Yatra,Keshav Bhatta,978-9937-385-88-8,Fiction,2021,Nepali,44,298.95,Fine Print,5
Bal Yatra Ko Kahani,Gokul Joshi,978-9937-449-75-8,Academic,2023,English,63,1402.94,Nepalaya,12
Nepal Ko Itihas,Saraswati Prasad Koirala,978-9937-638-85-7,Fiction,2023,Maithili,8,735.89,Fine Print,5
Sabai Ko Bhasa,Gopal Yonzon,978-9937-696-92-0,Fiction,2020,Hindi,4,624.71,Bookhill,18
Samajik Adhyan,Raju Kafle,978-9937-575-79-3,Children's books,2021,Hindi,34,1562.89,Mandala Book Point,8
Ekta Ko Mahatv,Kamala Panta,978-9937-632-54-6,Non-fiction,2021,Newari,85,1100.22,Pragya Publications,19
Prakriti Ra Manav,Parijat,978-9937-183-74-0,Fiction,2019,Newari,12,751.74,Educational Publishing House,13
Arthik Vikas Ko Bato,Purnima Acharya,978-9937-418-15-0,Fiction,2022,Newari,49,753.53,Mandala Book Point,8
Samajik Nyaya,Keshav Bhatta,978-9937-656-11-6,Fiction,2019,Newari,0,645.53,Sajha Prakashan,7
Manavadhikar Ra Bikas,Ashesh Malla,978-9937-899-20-8,Fiction,2020,Hindi,94,510.07,Sajha Prakashan,6
Shiksha Ko Mahatv,Madhav Prasad Ghimire,978-9937-213-87-2,Non-fiction,2023,Hindi,1,1285.42,Mandala Book Point,18
Sanskar Ko Asar,Gyanendra Shrestha,978-9937-160-42-9,Non-fiction,2018,Newari,85,1722.67,Pragya Publications,10
Sanskriti Ra Itihas,Kamal Narayan Khand,978-9937-881-60-0,Fiction,2021,Newari,26,1336.29,Ekta Books,5
Jatiya Ghar Ko Itihas,Manoj Thapa,978-9937-120-97-4,Fiction,2021,English,99,1259.08,Sajha Prakashan,11
Nepali Sangharsha,Dharma Ratna Yami,978-9937-132-70-3,Academic,2019,English,25,1143.16,Pragya Publications,5
Pratirodh Ko Katha,Anita Shrestha,978-9937-510-76-5,Children's books,2023,Nepali,81,548.47,Sajha Prakashan,6
Chhaat Ko Anubhav,Maya Gurung,978-9937-867-78-9,Non-fiction,2022,Hindi,71,1679.03,Educational Publishing House,7
Adhunik Nepal,Sudeep Koirala,978-9937-583-13-4,Fiction,2024,Hindi,22,1347.08,Mandala Book Point,18
Rashtriya Sewa,Bhupi Sherchan,978-9937-231-34-3,Fiction,2024,English,62,260.16,Pragya Publications,16
Desh Ko Ayojan,Dinesh Raj Kafle,978-9937-430-87-9,Academic,2024,English,66,1100.43,Bookhill,17
Pariwartan Ko Disha,Ramesh Kshitij,978-9937-216-64-2,Fiction,2023,English,92,1638.08,Ekta Books,17
Manav Adhikar Ko Itihas,Suman Pokhrel,978-9937-564-99-6,Academic,2022,Newari,58,1402.5,Himalayan Book Centre,16
Nepal Ko Chitwan,Ramesh Rathi,978-9937-503-65-4,Non-fiction,2018,Maithili,22,1148.19,Bookhill,17
Samajik Vikas,Narayan Wagle,978-9937-481-94-9,Academic,2023,Maithili,67,962.76,Mandala Book Point,14
Nepali Bhasha Ko Itihas,Bhanubhakta Acharya,978-9937-183-41-5,Fiction,2019,Maithili,99,899.37,Ekta Books,18
Sanskritiko Bato,Subin Bhattarai,978-9937-433-17-9,Academic,2020,Newari,8,1885.8,Nepalaya,15
Prashasan Ko Mahatv,Deepak Sharma,978-9937-768-74-4,Children's books,2020,Hindi,38,1958.37,Himalayan Book Centre,8
Nepal Ko Katha,Nitin Sitaula,978-9937-826-93-1,Fiction,2019,Hindi,49,1164.53,Sajha Prakashan,16
Adhyan Ko Mahatv,Bhim Nidhi Tiwari,978-9937-602-24-2,Children's books,2022,Nepali,82,349.6,Mandala Book Point,18
Manav Samaj,Ashesh Malla,978-9937-549-20-2,Non-fiction,2019,Maithili,16,930.78,Educational Publishing House,19
Shiksha Ra Samaj,Maya Gurung,978-9937-556-19-8,Fiction,2024,Maithili,47,464.14,Bookhill,18
Vikas Ko Katha,Suman Pokhrel,978-9937-371-20-5,Academic,2022,Maithili,47,391.09,Pragya Publications,5
Nepali Prajatantra,Parijat,978-9937-351-87-5,Academic,2022,Newari,28,227.26,Ratna Pustak Bhandar,14
Jatiya Bhasha,Kiran Shrestha,978-9937-697-75-2,Non-fiction,2019,Maithili,39,1839.27,Educational Publishing House,15
Nepali Prashasan,Prema Shah,978-9937-366-82-9,Non-fiction,2021,Hindi,83,1583.52,Pragya Publications,12
Adhunik Bikas,Dharma Ratna Yami,978-9937-154-51-0,Children's books,2019,English,81,1640.17,Mandala Book Point,15
Samudayik Vikas,Manjushree Thapa,978-9937-817-77-6,Non-fiction,2018,Maithili,52,1257.61,Nepalaya,19
Manavadhikar Ra Nyaya,Prema Shah,978-9937-334-28-0,Non-fiction,2020,Nepali,99,1166.17,Sajha Prakashan,15
Shiksha Ko Bato,Dinesh Raj Kafle,978-9937-592-92-3,Fiction,2023,Hindi,43,608.69,Nepalaya,10
Sabai Ko Adhikar,Dhruba Chandra Gautam,978-9937-952-43-7,Fiction,2018,Maithili,90,427.17,Bookhill,19
Nepali Itihas Ko Anubhav,Krishna Bhooshan Bal,978-9937-615-32-6,Non-fiction,2021,English,17,1981.14,Mandala Book Point,5
Prakritiko Mahatv,Dhruba Chandra Gautam,978-9937-513-57-0,Non-fiction,2023,Newari,60,407.72,Mandala Book Point,18
Arthik Vikas Ra Samaj,Ram Bahadur Chhetri,978-9937-675-33-7,Academic,2021,Nepali,34,1672.88,Fine Print,5
Sanskar Ra Itihas,Gyanendra Shrestha,978-9937-291-22-5,Children's books,2024,Maithili,50,1689.9,Pragya Publications,9
Nepal Ko Vikas,Kamal Narayan Khand,978-9937-108-67-4,Non-fiction,2020,Maithili,88,1467.62,Fine Print,18
Pariwartan Ko Samaya,Sangita Thapa,978-9937-278-79-7,Children's books,2018,Maithili,93,967.0,Himalayan Book Centre,13
Manavadhikar Ko Mahatv,Abhi Subedi,978-9937-597-14-5,Non-fiction,2023,Maithili,39,779.21,Mandala Book Point,20
Nepali Udyog,Samrat Upadhyay,978-9937-677-78-0,Fiction,2021,Nepali,44,1616.39,Pragya Publications,13
Samajik Samasya,Abhi Subedi,978-9937-537-97-5,Academic,2022,Maithili,10,911.77,Fine Print,20
Jatiya Sangharsha,Deepak Sharma,978-9937-793-99-7,Fiction,2023,Maithili,63,305.68,Bookhill,18
Ekta Ko Katha,Sudeep Koirala,978-9937-472-24-0,Academic,2018,Maithili,50,1283.45,Mandala Book Point,17
Vikas Ko Ghar,Pratik Shrestha,978-9937-747-84-5,Academic,2019,Newari,10,1456.83,Mandala Book Point,16
Prashasan Ra Manavadhikar,Buddhi Narayan Shrestha,978-9937-709-46-7,Fiction,2022,Maithili,78,1505.47,Fine Print,20
Arthik Itihas,Ramesh Rathi,978-9937-694-42-6,Non-fiction,2022,Maithili,52,934.52,Bookhill,8
Samajik Sewa,Saroj Sharma,978-9937-418-21-2,Academic,2022,English,89,1575.7,Sajha Prakashan,9
Shiksha Ra Adhikar,Rajan Mukarung,978-9937-196-45-3,Academic,2024,Nepali,86,1288.01,Pragya Publications,20
Nepali Samaj,Yogendra Kandel,978-9937-763-44-9,Non-fiction,2022,Maithili,75,731.47,Pragya Publications,7
Nepal Ko Ghar,Nitin Sitaula,978-9937-892-60-7,Non-fiction,2020,Nepali,96,792.25,Himalayan Book Centre,7
Prashasan Ko Itihas,Saroj Sharma,978-9937-929-68-7,Fiction,2024,Newari,42,1805.45,Educational Publishing House,5
Jatiya Sangharsha Ko Anubhav,Saroj Bhandari,978-9937-522-80-4,Fiction,2019,Maithili,17,1539.91,Himalayan Book Centre,6
Manavadhikar Ra Vikas,Kamala Panta,978-9937-662-95-4,Fiction,2020,Nepali,63,728.02,Educational Publishing House,9
Nepali Udyog Ko Itihas,Kamal Narayan Khand,978-9937-222-15-9,Academic,2023,Nepali,80,1284.88,Ratna Pustak Bhandar,19
Samajik Nyaya Ko Mahatv,Pratik Shrestha,978-9937-991-36-8,Children's books,2019,Newari,14,638.84,Nepalaya,16
Vikas Ra Samaj,Subin Bhattarai,978-9937-678-84-1,Children's books,2021,Nepali,46,518.53,Nepalaya,15
Nepal Ko Manavadhikar,Subin Bhattarai,978-9937-957-91-8,Academic,2018,Hindi,63,1986.32,Ratna Pustak Bhandar,5
Arthik Vikas Ra Itihas,Anupama Bhattarai,978-9937-690-22-3,Academic,2021,Newari,88,475.47,Pragya Publications,9
Samudayik Sewa,Madhav Prasad Ghimire,978-9937-210-89-5,Non-fiction,2021,Maithili,72,1857.94,Pragya Publications,14
Sabai Ko Itihas,Girija Prasad Joshi,978-9937-546-37-6,Fiction,2019,Maithili,61,1083.88,Mandala Book Point,17
Adhyan Ra Samaj,Yuyutsu Sharma,978-9937-455-86-2,Non-fiction,2021,English,3,263.99,Himalayan Book Centre,14
Prakriti Ra Samaj,Pratiksha Sharma,978-9937-331-99-5,Academic,2020,Maithili,90,1154.35,Ekta Books,14
Nepal Ko Itihas Ra Bikas,Bhim Bahadur Koirala,978-9937-301-77-0,Fiction,2020,Maithili,5,282.98,Sajha Prakashan,5
Samajik Adhikar,Jhamak Ghimire,978-9937-907-91-2,Fiction,2019,English,31,1706.95,Himalayan Book Centre,9
Nepali Itihas Ko Itihas,Rachana Joshi,978-9937-587-69-9,Fiction,2018,Nepali,59,937.16,Nepalaya,10
Prashasan Ra Udyog,Purnima Acharya,978-9937-765-37-5,Non-fiction,2018,Maithili,21,1708.46,Educational Publishing House,8
Manavadhikar Ra Nyaya Ko Bato,Keshav Bhatta,978-9937-413-43-1,Fiction,2022,Hindi,24,326.54,Educational Publishing House,17
Nepal Ko Vikas Ko Katha,Kiran Shrestha,978-9937-868-87-3,Academic,2022,Maithili,68,442.67,Himalayan Book Centre,18
Jatiya Bhasha Ko Mahatv,Nirakar Shrestha,978-9937-793-27-8,Fiction,2023,English,94,318.06,Mandala Book Point,8
Arthik Nyaya,Buddhi Narayan Shrestha,978-9937-521-27-4,Academic,2018,Hindi,25,1014.3,Sajha Prakashan,18
Samajik Adhiyan,Anita Shrestha,978-9937-915-48-9,Academic,2022,Maithili,60,1448.57,Ekta Books,19
Shiksha Ko Itihas,Sarita Ghimire,978-9937-505-62-1,Academic,2024,Maithili,73,1132.16,Nepalaya,8
Nepal Ko Ghar Ko Itihas,Geeta Tripathee,978-9937-997-70-3,Children's books,2022,English,20,230.05,Bookhill,9
Nepali Samaj Ko Vikas,Madhav Prasad Ghimire,978-9937-487-85-9,Fiction,2024,Hindi,85,1583.78,Pragya Publications,17
Sabai Ko Adhikar Ra Bato,Bhupi Sherchan,978-9937-248-31-8,Children's books,2022,Nepali,17,383.46,Nepalaya,15
Nepali Bhasha Ra Samaj,Sangita Thapa,978-9937-466-69-2,Non-fiction,2023,Nepali,27,941.49,Pragya Publications,16
Prakriti Ra Bikas,Shanti Thapa,978-9937-632-35-2,Academic,2020,English,64,893.44,Educational Publishing House,8
Jatiya Sangharsha Ko Itihas,Manoj Thapa,978-9937-448-90-6,Non-fiction,2019,Newari,94,895.43,Ratna Pustak Bhandar,10
Ekta Ko Adhyan,Geeta Tripathee,978-9937-605-21-3,Fiction,2021,Hindi,97,1479.62,Himalayan Book Centre,12
Arthik Bhatta,Madhav Prasad Ghimire,978-9937-653-52-6,Fiction,2021,Newari,35,1196.69,Himalayan Book Centre,20
Nepal Ko Bichar,Ram Bahadur Chhetri,978-9937-716-85-8,Fiction,2021,Hindi,15,1598.43,Sajha Prakashan,16
Shiksha Ra Nyaya,Nayan Raj Pandey,978-9937-493-62-9,Children's books,2024,Hindi,40,1712.95,Himalayan Book Centre,9
Manavadhikar Ko Itihas Ra Bato,Anil Thapa,978-9937-178-83-3,Academic,2023,Newari,31,1104.91,Himalayan Book Centre,6
Prashasan Ra Samaj,Rupa Joshi,978-9937-105-92-0,Academic,2022,Newari,87,1054.51,Bookhill,11
Nepal Ko Adhyan,Dharanidhar Koirala,978-9937-371-57-1,Fiction,2023,Nepali,27,1812.95,Ratna Pustak Bhandar,9
Samajik Vikas Ra Itihas,Rita Thapa,978-9937-654-64-7,Fiction,2021,Maithili,54,1014.74,Fine Print,19
Nepal Ko Samaj,Kamala Panta,978-9937-328-72-1,Academic,2018,English,67,1528.5,Pragya Publications,9
Shiksha Ko Bato Ra Nyaya,Yuyutsu Sharma,978-9937-169-76-1,Children's books,2020,Hindi,0,592.11,Sajha Prakashan,5
Sabai Ko Ghar Ko Itihas,Nirakar Ghimire,978-9937-934-73-3,Academic,2021,Hindi,70,490.77,Sajha Prakashan,20
Nepali Prashasan Ko Bato,Rita Thapa,978-9937-345-47-2,Fiction,2019,Newari,45,206.63,Educational Publishing House,14
Adhyan Ra Vikas,Yogmaya Neupane,978-9937-383-16-9,Academic,2024,Maithili,1,1740.85,Sajha Prakashan,7
Nepal Ko Samasya,Bishweshwar Prasad Koirala,978-9937-711-77-2,Fiction,2023,Maithili,61,1225.28,Sajha Prakashan,6
Arthik Sewa,Anil Thapa,978-9937-678-85-5,Non-fiction,2021,Maithili,4,1791.22,Ratna Pustak Bhandar,6
Jatiya Sangharsha Ra Vikas,Sangita Thapa,978-9937-297-62-2,Children's books,2020,Newari,59,1952.5,Himalayan Book Centre,9
Prakriti Ra Adhikar,Hangyug Agyat,978-9937-699-92-0,Fiction,2022,Newari,63,278.39,Educational Publishing House,19
Shiksha Ra Udyog,Ashesh Malla,978-9937-923-16-7,Fiction,2019,Nepali,32,266.95,Nepalaya,9
Nepali Sangharsha Ko Katha,Rita Thapa,978-9937-390-83-6,Fiction,2019,Hindi,53,398.46,Ekta Books,9
Nepal Ko Adhikar,Nirakar Ghimire,978-9937-163-36-6,Fiction,2024,Newari,11,816.13,Bookhill,19
Manavadhikar Ra Samaj,Deepak Sharma,978-9937-263-56-1,Academic,2023,Hindi,90,901.06,Sajha Prakashan,17
Sabai Ko Udyog,Suman Thapa,978-9937-121-65-1,Academic,2019,Newari,3,1845.54,Pragya Publications,13
Arthik Vikas Ko Katha,Saroj Sharma,978-9937-459-92-9,Fiction,2024,Newari,18,626.63,Fine Print,17
